"","GPA_year1","GPA_year2","age","uni_first_choice","control","dad_HS_grad","dad_college_grad","english","female","finish_in_4_yrs","HS_GPA","grad_degree","first_sem_grade","live_home","last_min","mom_HS_grad","mom_college_grad","sfp_offer","sfp_signup","signup","ssp_offer","ssp_signup","work_plans"
"95",2.05999994277954,1.71000003814697,18,0,0,1,0,0,0,1,81,1,60,1,2,1,0,1,1,1,0,0,0
"96",1.20000004768372,2.59999990463257,18,0,0,0,0,1,0,1,83.5,0,68,1,3,0,0,1,1,1,0,0,0
"97",2.27999997138977,2.66000008583069,18,0,1,1,0,0,0,0,71.8000030517578,0,68,1,3,1,0,0,0,0,0,0,0
"98",3.23000001907349,3.73000001907349,18,0,1,1,1,1,0,0,75.3000030517578,0,76,1,3,1,0,0,0,0,0,0,0
"99",2.4300000667572,2.07999992370605,19,0,1,1,1,0,1,1,84,1,64,1,5,1,1,0,0,0,0,0,0
"100",2.13000011444092,3.36999988555908,18,0,1,1,1,0,1,1,83.6999969482422,1,57,1,3,1,1,0,0,0,0,0,0
"101",2.50999999046326,1.71000003814697,18,0,1,0,0,1,1,1,83.5,1,66.5,0,3,0,0,0,0,0,0,0,0
"102",1,1.74000000953674,18,1,0,1,1,0,1,1,83.3000030517578,0,63,1,4,1,0,1,1,1,0,0,0
"103",1.1599999666214,0.810000002384186,18,0,1,1,0,1,1,0,77.1999969482422,0,51,1,1,1,0,0,0,0,0,0,0
"104",1.46000003814697,1.9099999666214,18,0,1,1,0,1,1,1,81.3000030517578,1,61,0,3,1,0,0,0,0,0,0,0
"105",0.5,1.76999998092651,18,1,0,1,1,1,1,1,76,1,46,1,2,1,1,1,1,1,0,0,0
"106",2.8199999332428,2.25999999046326,18,1,1,1,1,1,0,1,87.1999969482422,1,74,1,4,1,1,0,0,0,0,0,0
"107",2.71000003814697,3.33999991416931,18,0,1,1,0,1,1,1,78,0,70,0,3,1,0,0,0,0,0,0,0
"108",3.42000007629395,3.57999992370605,18,0,1,0,0,1,1,1,87.3000030517578,0,85,1,5,0,0,0,0,0,0,0,0
"109",3.42000007629395,3.53999996185303,18,1,1,1,0,1,1,1,78.8000030517578,0,76.3333358764648,1,5,1,1,0,0,0,0,0,0
"110",2.64000010490417,2.69000005722046,18,0,1,1,1,0,0,1,75.5,1,68,1,2,1,1,0,0,0,0,0,0
"111",1.58000004291534,1.86000001430511,18,0,1,1,1,1,0,1,73.6999969482422,1,60.5,1,3,1,1,0,0,0,0,0,0
"112",1.96000003814697,1.92999994754791,18,0,1,0,0,0,0,1,80.5,0,80.5,1,2,0,0,0,0,0,0,0,0
"113",2.55999994277954,2.40000009536743,18,1,0,1,1,1,1,1,79.6999969482422,0,76.5,1,4,1,0,1,1,1,0,0,0
"114",1.67999994754791,1.97000002861023,17,1,1,1,1,0,0,1,78.8000030517578,1,66,1,1,1,0,0,0,0,0,0,0
"115",1.95000004768372,2.58999991416931,18,0,0,0,0,1,1,1,77.8000030517578,0,66,0,1,1,0,1,1,1,0,0,0
"116",1.3400000333786,1.87000000476837,18,0,1,1,1,1,0,0,76.1999969482422,1,60,1,3,1,1,0,0,0,0,0,0
"117",1.54999995231628,1.00999999046326,18,1,1,0,0,1,0,0,79.6999969482422,0,67,1,2,0,0,0,0,0,0,0,0
"118",1.52999997138977,2.6800000667572,22,0,1,0,0,0,1,0,81.5,1,51,0,3,0,0,0,0,0,0,0,0
"119",0.670000016689301,0.740000009536743,20,0,1,1,0,0,0,1,78.1999969482422,0,44,1,2,1,0,0,0,0,0,0,0
"120",1.53999996185303,3.25999999046326,18,0,1,1,0,1,1,1,83.6999969482422,1,54,1,2,1,0,0,0,0,0,0,0
"121",1.38999998569489,1.33000004291534,20,0,1,1,1,0,1,1,74.8000030517578,0,70,1,3,1,1,0,0,0,0,0,0
"122",1.48000001907349,1.42999994754791,18,0,1,0,0,0,1,0,78.8000030517578,0,59,1,4,1,1,0,0,0,0,0,0
"123",1.47000002861023,3.1800000667572,18,0,1,1,1,1,1,1,85.1999969482422,0,73,1,2,1,0,0,0,0,0,0,0
"124",1.33000004291534,2.33999991416931,18,0,0,0,0,0,1,0,83.8000030517578,0,54,1,2,0,0,1,1,1,0,0,0
"125",2.50999999046326,2.9300000667572,18,0,1,1,0,0,1,1,80.8000030517578,0,69,1,2,1,1,0,0,0,0,0,0
"126",1.94000005722046,2.97000002861023,18,0,0,1,0,1,1,0,86.8000030517578,0,62,1,1,1,0,1,1,1,0,0,0
"127",1.35000002384186,1,19,1,0,1,0,1,1,1,84.5,1,46,0,2,1,1,1,1,1,0,0,0
"128",3.16000008583069,2.96000003814697,18,0,0,1,0,1,1,1,84,0,79.6666641235352,0,4,1,0,1,1,1,0,0,0
"129",2.9300000667572,3.09999990463257,19,1,1,1,0,1,0,1,82.8000030517578,0,80,0,1,1,1,0,0,0,0,0,0
"130",1.66999995708466,2.5,18,0,1,1,1,1,1,1,75.6999969482422,0,67.6666641235352,0,3,1,1,0,0,0,0,0,0
"131",1.38999998569489,2.40000009536743,19,0,1,1,1,1,1,1,74.8000030517578,1,53.5,1,5,1,1,0,0,0,0,0,0
"132",1.87999999523163,2.32999992370605,18,1,0,1,1,0,0,1,74,0,68.5,1,4,1,1,1,1,1,0,0,0
"133",1.9099999666214,1.5,18,1,0,1,0,1,1,1,79.6999969482422,1,65,1,3,1,0,1,1,1,0,0,0
"134",2.48000001907349,2.44000005722046,18,1,1,1,0,1,1,1,77,1,80,0,3,1,0,0,0,0,0,0,0
"135",2.05999994277954,1.66999995708466,18,1,0,1,0,0,1,1,80.1999969482422,1,60.5,1,4,0,0,0,0,0,1,0,0
"136",0.230000004172325,0.400000005960464,19,0,0,1,0,0,1,0,75.1999969482422,1,49,1,3,0,0,1,1,1,0,0,0
"137",1.1599999666214,1.6599999666214,19,1,1,0,0,1,0,1,80.1999969482422,0,71,1,5,0,0,0,0,0,0,0,0
"138",2.6800000667572,2.42000007629395,18,0,1,1,0,1,1,1,81.3000030517578,0,70,0,1,1,0,0,0,0,0,0,0
"139",2.98000001907349,2.85999989509583,18,0,1,1,1,1,0,1,81,0,68,1,4,1,1,0,0,0,0,0,0
"140",2.21000003814697,1.67999994754791,18,0,0,1,0,1,0,1,78.1999969482422,1,66,1,2,1,0,1,1,1,0,0,0
"141",0.939999997615814,0.899999976158142,18,0,1,0,0,0,1,1,75.6999969482422,1,66,1,3,1,0,0,0,0,0,0,0
